# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
1.470593805e-04 3.291481e-02 4.423867e-02 5.445987e-02 6.243167e-02 6.733383e-02 7.008615e-02 8.989099e-02 1.021816e-01 1.181151e-01 1.295818e-01 1.347914e-01 1.999740e-01 2.427042e-01 2.798704e-01 3.120024e-01 3.252311e-01 4.543645e-01 5.793323e-01 7.099264e-01 8.514960e-01 1.018847e+00 1.224435e+00 1.502362e+00 1.951597e+00 3.114567e+00 
1.489361639e-04 2.777121e-02 4.450519e-02 5.413144e-02 5.705043e-02 5.980260e-02 6.218579e-02 8.848206e-02 1.031412e-01 1.183624e-01 1.309833e-01 1.362674e-01 1.997344e-01 2.429314e-01 2.795031e-01 3.121319e-01 3.267768e-01 4.545274e-01 5.782012e-01 7.070454e-01 8.497893e-01 1.013998e+00 1.226533e+00 1.509403e+00 1.963648e+00 3.101812e+00 
1.539527859e-04 2.496998e-02 2.513991e-02 3.956784e-02 4.995353e-02 5.659601e-02 5.850552e-02 8.533176e-02 1.011504e-01 1.123524e-01 1.247708e-01 1.314912e-01 1.986110e-01 2.424312e-01 2.796234e-01 3.124317e-01 3.269761e-01 4.564803e-01 5.805433e-01 7.062114e-01 8.481141e-01 1.017101e+00 1.234399e+00 1.517816e+00 1.955665e+00 3.099639e+00 
1.620547459e-04 2.867696e-02 3.994271e-02 5.092677e-02 5.292394e-02 5.710056e-02 5.976100e-02 9.034105e-02 1.060498e-01 1.183827e-01 1.283677e-01 1.330828e-01 1.989606e-01 2.439157e-01 2.820517e-01 3.130668e-01 3.278843e-01 4.577451e-01 5.833478e-01 7.120555e-01 8.568915e-01 1.024326e+00 1.240093e+00 1.517168e+00 1.963297e+00 3.119584e+00 
1.700206274e-04 3.309241e-02 4.128254e-02 4.577240e-02 5.452946e-02 5.722323e-02 6.049111e-02 8.740020e-02 1.046229e-01 1.209549e-01 1.325235e-01 1.365892e-01 2.059220e-01 2.463561e-01 2.851379e-01 3.146819e-01 3.304926e-01 4.641535e-01 5.890000e-01 7.174401e-01 8.606039e-01 1.028913e+00 1.250155e+00 1.534810e+00 1.972757e+00 3.129273e+00 
1.758272759e-04 2.913644e-02 4.459847e-02 5.567544e-02 6.329574e-02 7.042609e-02 7.056621e-02 9.381620e-02 1.092518e-01 1.245606e-01 1.347948e-01 1.400830e-01 2.043251e-01 2.484348e-01 2.859069e-01 3.176354e-01 3.319656e-01 4.608889e-01 5.869964e-01 7.174694e-01 8.607317e-01 1.032993e+00 1.251310e+00 1.537116e+00 1.975139e+00 3.148410e+00 
1.898076014e-04 2.578737e-02 4.490154e-02 5.364292e-02 5.499645e-02 6.132222e-02 6.146264e-02 8.926902e-02 1.095624e-01 1.230242e-01 1.350810e-01 1.397878e-01 2.092037e-01 2.534931e-01 2.893255e-01 3.202584e-01 3.364479e-01 4.657910e-01 5.906113e-01 7.194595e-01 8.671020e-01 1.038437e+00 1.249484e+00 1.532128e+00 1.988352e+00 3.181826e+00 
2.116845231e-04 2.804488e-02 4.516953e-02 5.542284e-02 6.362365e-02 7.070455e-02 7.381329e-02 9.367786e-02 1.114392e-01 1.258304e-01 1.348339e-01 1.413056e-01 2.106145e-01 2.524491e-01 2.917489e-01 3.237666e-01 3.385976e-01 4.713946e-01 5.950698e-01 7.254484e-01 8.738211e-01 1.041086e+00 1.257330e+00 1.550899e+00 2.008014e+00 3.188233e+00 
2.299502962e-04 3.690850e-02 4.408623e-02 5.250586e-02 6.193598e-02 6.850950e-02 6.854393e-02 9.373508e-02 1.093165e-01 1.226217e-01 1.368073e-01 1.415620e-01 2.122585e-01 2.574167e-01 2.946631e-01 3.261651e-01 3.416990e-01 4.760490e-01 6.026427e-01 7.353575e-01 8.798647e-01 1.056158e+00 1.282090e+00 1.580448e+00 2.036663e+00 3.242737e+00 
2.709169947e-04 3.734145e-02 5.175854e-02 6.095219e-02 6.724513e-02 7.231659e-02 7.483405e-02 9.926700e-02 1.179602e-01 1.292604e-01 1.413330e-01 1.471380e-01 2.175714e-01 2.626595e-01 3.000670e-01 3.320423e-01 3.471010e-01 4.812733e-01 6.094927e-01 7.389167e-01 8.871464e-01 1.065901e+00 1.287912e+00 1.588326e+00 2.055688e+00 3.284753e+00 
3.036903536e-04 3.705032e-02 5.145937e-02 5.879077e-02 6.561840e-02 7.367924e-02 7.457106e-02 1.057535e-01 1.264504e-01 1.386542e-01 1.486973e-01 1.552596e-01 2.207242e-01 2.650119e-01 3.029504e-01 3.344301e-01 3.500977e-01 4.872248e-01 6.134400e-01 7.442923e-01 8.965404e-01 1.074908e+00 1.305399e+00 1.598850e+00 2.078699e+00 3.341215e+00 
3.321206912e-04 3.582894e-02 5.425242e-02 6.105458e-02 6.899880e-02 7.328046e-02 7.530915e-02 1.035927e-01 1.249032e-01 1.371537e-01 1.502674e-01 1.550731e-01 2.246666e-01 2.705074e-01 3.073803e-01 3.399809e-01 3.548014e-01 4.916517e-01 6.205035e-01 7.587379e-01 9.089736e-01 1.088018e+00 1.310729e+00 1.608591e+00 2.102184e+00 3.388239e+00 
3.440158280e-04 3.850815e-02 6.072636e-02 6.796184e-02 7.591706e-02 8.100920e-02 8.469529e-02 1.100631e-01 1.268013e-01 1.417442e-01 1.517106e-01 1.567368e-01 2.264000e-01 2.755627e-01 3.139455e-01 3.481386e-01 3.628308e-01 4.993699e-01 6.306853e-01 7.646616e-01 9.190898e-01 1.097892e+00 1.329911e+00 1.635491e+00 2.127806e+00 3.421578e+00 
3.631165156e-04 4.527102e-02 5.788311e-02 6.990658e-02 7.335652e-02 8.140501e-02 8.602211e-02 1.130329e-01 1.317494e-01 1.451393e-01 1.547875e-01 1.609706e-01 2.336334e-01 2.789401e-01 3.176394e-01 3.515704e-01 3.669227e-01 5.052936e-01 6.381475e-01 7.715304e-01 9.235106e-01 1.105508e+00 1.338797e+00 1.641421e+00 2.139756e+00 3.425216e+00 
3.767255657e-04 3.732594e-02 5.351049e-02 6.342089e-02 7.200179e-02 7.663776e-02 7.817377e-02 1.142319e-01 1.346950e-01 1.447570e-01 1.577586e-01 1.619747e-01 2.363289e-01 2.829676e-01 3.216649e-01 3.573679e-01 3.724016e-01 5.111251e-01 6.456921e-01 7.790516e-01 9.299604e-01 1.112216e+00 1.344778e+00 1.652607e+00 2.142582e+00 3.440575e+00 
3.947974886e-04 4.154117e-02 5.099000e-02 6.321254e-02 7.368435e-02 8.120181e-02 8.215574e-02 1.140165e-01 1.335759e-01 1.473804e-01 1.602241e-01 1.662273e-01 2.399467e-01 2.866302e-01 3.254968e-01 3.580698e-01 3.734867e-01 5.167069e-01 6.482249e-01 7.868384e-01 9.394816e-01 1.121828e+00 1.352016e+00 1.669601e+00 2.157143e+00 3.474548e+00 
4.031881555e-04 4.461559e-02 6.361996e-02 7.342323e-02 7.934727e-02 8.501875e-02 8.801578e-02 1.167498e-01 1.381117e-01 1.497945e-01 1.636149e-01 1.704475e-01 2.419067e-01 2.909089e-01 3.291194e-01 3.625868e-01 3.777488e-01 5.184955e-01 6.522471e-01 7.927550e-01 9.460389e-01 1.124100e+00 1.352814e+00 1.672806e+00 2.171766e+00 3.501392e+00 
4.179881806e-04 4.371225e-02 6.302112e-02 7.183193e-02 7.979289e-02 8.720962e-02 9.186370e-02 1.241409e-01 1.457913e-01 1.562229e-01 1.672965e-01 1.730878e-01 2.471991e-01 2.927331e-01 3.292691e-01 3.612463e-01 3.775535e-01 5.235033e-01 6.582140e-01 7.958332e-01 9.488853e-01 1.132267e+00 1.367910e+00 1.677785e+00 2.172656e+00 3.471063e+00 
4.378621202e-04 4.456102e-02 6.864928e-02 8.140152e-02 9.063332e-02 9.518653e-02 9.567954e-02 1.221732e-01 1.422265e-01 1.564251e-01 1.673190e-01 1.729930e-01 2.449604e-01 2.932384e-01 3.337678e-01 3.680225e-01 3.846569e-01 5.273118e-01 6.588698e-01 7.972288e-01 9.531863e-01 1.137171e+00 1.371931e+00 1.681772e+00 2.181437e+00 3.506727e+00 
4.563043498e-04 4.019629e-02 6.041072e-02 7.147290e-02 7.873149e-02 8.366986e-02 8.936919e-02 1.234404e-01 1.430280e-01 1.594407e-01 1.677918e-01 1.719163e-01 2.496710e-01 2.981319e-01 3.378545e-01 3.735375e-01 3.906107e-01 5.318159e-01 6.653732e-01 8.041747e-01 9.571179e-01 1.142520e+00 1.381849e+00 1.694530e+00 2.199482e+00 3.549974e+00 
4.711145519e-04 4.089102e-02 5.609722e-02 7.206275e-02 7.696784e-02 8.195960e-02 8.198850e-02 1.170714e-01 1.393304e-01 1.535815e-01 1.651947e-01 1.712367e-01 2.486894e-01 2.970162e-01 3.371943e-01 3.713599e-01 3.858133e-01 5.298395e-01 6.649968e-01 8.052297e-01 9.620005e-01 1.151340e+00 1.385248e+00 1.700359e+00 2.209376e+00 3.528835e+00 
4.948322928e-04 4.870289e-02 6.842370e-02 7.668921e-02 8.361279e-02 8.890894e-02 9.252723e-02 1.213777e-01 1.423307e-01 1.570511e-01 1.708508e-01 1.765423e-01 2.500937e-01 2.993627e-01 3.368717e-01 3.711911e-01 3.878865e-01 5.328848e-01 6.676194e-01 8.079552e-01 9.656411e-01 1.154495e+00 1.391352e+00 1.703539e+00 2.217072e+00 3.546960e+00 
5.193669384e-04 5.433965e-02 6.754863e-02 8.311560e-02 8.761319e-02 9.331155e-02 9.497271e-02 1.284359e-01 1.470730e-01 1.612563e-01 1.756002e-01 1.805890e-01 2.523308e-01 3.010824e-01 3.404261e-01 3.773875e-01 3.931249e-01 5.336122e-01 6.691331e-01 8.093443e-01 9.683020e-01 1.155130e+00 1.392502e+00 1.710229e+00 2.221165e+00 3.525304e+00 
5.381137228e-04 3.595468e-02 6.245720e-02 7.304782e-02 7.684499e-02 8.211192e-02 8.220293e-02 1.238911e-01 1.408512e-01 1.603435e-01 1.718235e-01 1.764770e-01 2.577046e-01 3.025630e-01 3.458184e-01 3.793767e-01 3.967867e-01 5.372308e-01 6.731019e-01 8.144451e-01 9.732573e-01 1.163700e+00 1.399655e+00 1.716051e+00 2.223092e+00 3.549278e+00 
5.456473329e-04 4.682907e-02 6.909499e-02 8.266517e-02 9.183615e-02 9.934794e-02 1.011049e-01 1.332297e-01 1.537147e-01 1.662108e-01 1.790454e-01 1.850151e-01 2.596968e-01 3.095029e-01 3.493250e-01 3.824117e-01 3.975530e-01 5.438388e-01 6.786787e-01 8.187197e-01 9.737165e-01 1.162243e+00 1.401441e+00 1.722424e+00 2.235756e+00 3.547711e+00 
5.861727259e-04 5.121898e-02 7.335212e-02 8.262124e-02 9.049770e-02 9.071853e-02 9.089599e-02 1.280443e-01 1.541588e-01 1.688490e-01 1.830285e-01 1.884983e-01 2.655866e-01 3.144273e-01 3.537979e-01 3.860528e-01 4.006617e-01 5.425413e-01 6.779778e-01 8.218345e-01 9.798045e-01 1.172029e+00 1.408386e+00 1.726226e+00 2.243503e+00 3.583831e+00 
6.111339418e-04 5.298020e-02 7.234710e-02 8.590751e-02 9.632340e-02 1.014718e-01 1.040083e-01 1.340238e-01 1.533830e-01 1.683345e-01 1.810385e-01 1.877601e-01 2.599893e-01 3.106129e-01 3.516348e-01 3.844856e-01 3.995847e-01 5.455913e-01 6.794460e-01 8.219462e-01 9.822138e-01 1.171750e+00 1.411936e+00 1.732068e+00 2.250508e+00 3.586844e+00 
6.372538857e-04 4.905510e-02 6.825101e-02 8.109709e-02 8.709719e-02 9.610533e-02 9.771202e-02 1.309716e-01 1.529703e-01 1.694211e-01 1.802755e-01 1.864021e-01 2.605050e-01 3.108526e-01 3.494102e-01 3.834568e-01 4.000805e-01 5.466238e-01 6.821641e-01 8.258649e-01 9.866871e-01 1.174654e+00 1.413780e+00 1.742060e+00 2.252331e+00 3.628505e+00 
6.508542439e-04 5.851630e-02 7.636013e-02 8.768106e-02 9.516143e-02 1.001613e-01 1.031211e-01 1.335857e-01 1.559350e-01 1.710760e-01 1.839639e-01 1.899025e-01 2.634347e-01 3.123305e-01 3.535674e-01 3.892319e-01 4.045622e-01 5.520712e-01 6.838773e-01 8.315305e-01 9.900064e-01 1.181024e+00 1.418297e+00 1.741512e+00 2.262435e+00 3.644802e+00 
6.586728736e-04 4.084614e-02 7.109361e-02 8.093555e-02 9.228206e-02 9.658211e-02 1.003288e-01 1.351933e-01 1.578645e-01 1.714410e-01 1.845013e-01 1.881503e-01 2.656253e-01 3.165736e-01 3.572301e-01 3.910275e-01 4.073146e-01 5.527536e-01 6.862439e-01 8.300280e-01 9.954233e-01 1.187908e+00 1.429555e+00 1.747556e+00 2.272649e+00 3.631843e+00 
6.683362962e-04 5.323429e-02 7.506369e-02 8.850226e-02 9.748495e-02 1.038130e-01 1.072232e-01 1.396551e-01 1.588784e-01 1.754215e-01 1.888484e-01 1.945683e-01 2.713267e-01 3.177449e-01 3.573355e-01 3.927068e-01 4.083051e-01 5.533346e-01 6.901728e-01 8.355152e-01 9.986547e-01 1.190264e+00 1.435014e+00 1.754459e+00 2.283252e+00 3.644707e+00 
6.810113946e-04 5.376540e-02 7.922716e-02 8.963793e-02 9.126525e-02 9.282401e-02 9.379355e-02 1.355368e-01 1.599824e-01 1.747151e-01 1.877974e-01 1.955455e-01 2.703254e-01 3.194524e-01 3.590162e-01 3.924098e-01 4.087271e-01 5.565592e-01 6.932374e-01 8.379420e-01 9.983796e-01 1.192505e+00 1.439358e+00 1.763121e+00 2.280802e+00 3.655582e+00 
7.201311409e-04 5.202101e-02 8.002518e-02 9.252249e-02 9.996644e-02 1.049780e-01 1.072916e-01 1.445132e-01 1.659620e-01 1.806865e-01 1.918958e-01 1.972390e-01 2.717654e-01 3.187127e-01 3.597776e-01 3.923946e-01 4.092882e-01 5.590038e-01 6.959819e-01 8.413074e-01 1.001991e+00 1.194117e+00 1.434198e+00 1.762544e+00 2.291784e+00 3.674921e+00 
7.408505595e-04 5.266460e-02 7.436793e-02 8.271518e-02 8.953369e-02 9.737252e-02 1.024986e-01 1.406917e-01 1.616158e-01 1.785519e-01 1.906180e-01 1.947730e-01 2.689368e-01 3.199550e-01 3.590480e-01 3.937723e-01 4.105652e-01 5.578680e-01 6.948513e-01 8.431030e-01 1.000675e+00 1.193572e+00 1.437088e+00 1.765169e+00 2.285768e+00 3.676151e+00 
7.605871520e-04 5.524191e-02 7.822752e-02 8.608318e-02 9.665947e-02 1.037728e-01 1.066210e-01 1.398381e-01 1.616927e-01 1.756709e-01 1.877122e-01 1.944273e-01 2.710149e-01 3.207518e-01 3.592404e-01 3.954811e-01 4.120221e-01 5.609136e-01 7.003469e-01 8.446870e-01 1.005521e+00 1.200520e+00 1.442925e+00 1.769066e+00 2.296594e+00 3.674604e+00 
7.727540584e-04 5.869988e-02 7.757116e-02 8.826761e-02 9.962786e-02 1.040939e-01 1.064114e-01 1.412093e-01 1.639993e-01 1.821464e-01 1.940732e-01 1.989755e-01 2.728218e-01 3.238096e-01 3.623782e-01 3.972791e-01 4.138920e-01 5.623281e-01 7.018079e-01 8.505000e-01 1.009475e+00 1.204625e+00 1.450610e+00 1.780294e+00 2.300215e+00 3.679847e+00 
7.828677280e-04 5.273209e-02 7.318633e-02 8.609390e-02 9.303739e-02 9.998057e-02 1.025649e-01 1.405319e-01 1.633173e-01 1.803629e-01 1.935375e-01 1.985661e-01 2.769832e-01 3.254175e-01 3.661610e-01 4.006186e-01 4.177990e-01 5.644547e-01 7.045740e-01 8.485356e-01 1.010867e+00 1.208569e+00 1.453929e+00 1.785144e+00 2.309625e+00 3.678840e+00 
7.922270081e-04 5.535168e-02 7.853919e-02 8.817709e-02 9.473844e-02 1.018623e-01 1.045308e-01 1.440642e-01 1.627099e-01 1.798607e-01 1.924172e-01 1.986936e-01 2.764559e-01 3.273892e-01 3.692943e-01 4.035213e-01 4.200136e-01 5.686416e-01 7.029081e-01 8.507635e-01 1.012572e+00 1.208759e+00 1.453546e+00 1.780093e+00 2.305061e+00 3.684551e+00 
8.122231522e-04 6.394693e-02 8.411416e-02 9.485617e-02 1.029882e-01 1.080290e-01 1.106077e-01 1.414043e-01 1.662184e-01 1.834000e-01 1.948125e-01 2.023644e-01 2.805118e-01 3.291233e-01 3.675460e-01 4.041678e-01 4.209411e-01 5.662632e-01 7.048716e-01 8.510388e-01 1.013230e+00 1.206622e+00 1.449435e+00 1.775738e+00 2.299310e+00 3.702054e+00 
8.310832259e-04 6.108469e-02 8.333086e-02 9.258277e-02 1.017097e-01 1.098820e-01 1.116565e-01 1.414439e-01 1.606991e-01 1.801857e-01 1.951617e-01 2.014148e-01 2.776471e-01 3.271008e-01 3.687241e-01 4.027053e-01 4.187514e-01 5.649486e-01 7.047293e-01 8.509360e-01 1.013236e+00 1.204907e+00 1.450435e+00 1.782841e+00 2.302305e+00 3.703193e+00 
8.445508142e-04 5.703908e-02 7.833453e-02 8.749187e-02 1.000309e-01 1.067071e-01 1.117227e-01 1.427677e-01 1.668830e-01 1.840626e-01 1.976500e-01 2.030152e-01 2.764075e-01 3.270374e-01 3.658401e-01 4.011715e-01 4.182676e-01 5.706453e-01 7.063745e-01 8.514742e-01 1.012404e+00 1.209787e+00 1.457929e+00 1.790674e+00 2.316430e+00 3.698262e+00 
8.665803001e-04 6.289538e-02 8.383674e-02 9.490087e-02 9.805622e-02 1.065662e-01 1.098277e-01 1.431187e-01 1.680767e-01 1.850828e-01 1.999179e-01 2.058894e-01 2.806258e-01 3.308847e-01 3.698446e-01 4.042196e-01 4.213345e-01 5.684667e-01 7.074818e-01 8.545301e-01 1.020235e+00 1.214851e+00 1.458596e+00 1.788841e+00 2.323968e+00 3.702630e+00 
8.851583060e-04 5.659416e-02 8.130859e-02 9.279430e-02 9.790780e-02 9.822425e-02 9.822691e-02 1.419583e-01 1.659958e-01 1.821599e-01 1.968442e-01 2.022695e-01 2.777056e-01 3.307133e-01 3.710536e-01 4.052991e-01 4.222914e-01 5.708424e-01 7.093949e-01 8.539991e-01 1.021584e+00 1.214580e+00 1.463619e+00 1.795239e+00 2.325936e+00 3.723763e+00 
9.102771472e-04 5.042124e-02 7.581720e-02 8.783707e-02 1.018799e-01 1.079790e-01 1.118163e-01 1.475115e-01 1.676188e-01 1.837980e-01 1.947888e-01 2.010890e-01 2.780102e-01 3.286480e-01 3.706733e-01 4.058423e-01 4.224667e-01 5.722154e-01 7.086065e-01 8.572086e-01 1.022710e+00 1.216474e+00 1.464754e+00 1.792765e+00 2.327139e+00 3.685008e+00 
9.175217815e-04 5.011089e-02 7.864442e-02 8.867197e-02 9.629044e-02 1.027999e-01 1.057116e-01 1.421307e-01 1.641870e-01 1.836581e-01 1.989458e-01 2.047176e-01 2.779950e-01 3.299647e-01 3.719911e-01 4.065248e-01 4.238612e-01 5.706944e-01 7.109394e-01 8.582663e-01 1.023488e+00 1.223643e+00 1.472031e+00 1.805439e+00 2.338520e+00 3.736799e+00 
9.328602484e-04 5.842363e-02 7.146263e-02 8.744867e-02 9.539903e-02 1.040019e-01 1.085790e-01 1.467573e-01 1.655997e-01 1.819350e-01 1.941371e-01 2.016437e-01 2.828725e-01 3.341044e-01 3.749954e-01 4.092861e-01 4.260016e-01 5.734606e-01 7.112916e-01 8.585200e-01 1.024278e+00 1.222514e+00 1.467169e+00 1.800146e+00 2.323936e+00 3.710605e+00 
9.531628702e-04 5.925942e-02 7.398290e-02 8.246508e-02 9.039955e-02 1.020809e-01 1.055130e-01 1.505450e-01 1.731861e-01 1.870581e-01 1.997637e-01 2.059346e-01 2.837447e-01 3.337660e-01 3.726472e-01 4.086351e-01 4.253404e-01 5.733006e-01 7.127618e-01 8.606732e-01 1.025569e+00 1.225614e+00 1.473587e+00 1.803651e+00 2.335650e+00 3.716119e+00 
9.601246751e-04 6.195965e-02 7.698006e-02 8.852102e-02 9.150791e-02 9.987809e-02 1.025792e-01 1.453369e-01 1.700550e-01 1.860936e-01 1.994130e-01 2.063569e-01 2.827404e-01 3.334185e-01 3.734888e-01 4.083424e-01 4.248220e-01 5.769248e-01 7.162145e-01 8.663752e-01 1.028538e+00 1.228242e+00 1.474061e+00 1.803534e+00 2.340875e+00 3.721958e+00 
9.714203414e-04 6.316337e-02 7.881149e-02 8.971815e-02 8.983871e-02 9.459515e-02 9.735635e-02 1.403483e-01 1.631098e-01 1.803280e-01 1.974017e-01 2.031325e-01 2.834429e-01 3.346609e-01 3.737417e-01 4.104518e-01 4.266229e-01 5.778171e-01 7.179898e-01 8.639601e-01 1.032576e+00 1.229535e+00 1.474949e+00 1.803864e+00 2.350088e+00 3.739314e+00 
1.003664184e-03 5.816758e-02 7.914299e-02 9.126872e-02 1.013271e-01 1.095007e-01 1.124763e-01 1.458573e-01 1.719141e-01 1.892308e-01 1.966765e-01 2.025885e-01 2.812446e-01 3.319705e-01 3.720576e-01 4.100997e-01 4.274075e-01 5.793478e-01 7.172347e-01 8.684986e-01 1.029150e+00 1.226822e+00 1.473188e+00 1.802920e+00 2.330760e+00 3.739671e+00 
1.032650707e-03 5.818539e-02 7.596478e-02 8.535460e-02 9.498981e-02 1.053611e-01 1.088408e-01 1.465084e-01 1.664771e-01 1.837875e-01 1.968061e-01 2.026721e-01 2.808988e-01 3.324984e-01 3.749450e-01 4.121444e-01 4.298805e-01 5.779094e-01 7.175983e-01 8.658758e-01 1.032040e+00 1.227369e+00 1.473040e+00 1.807976e+00 2.341610e+00 3.745622e+00 
1.050728284e-03 4.929668e-02 7.413487e-02 8.775590e-02 9.970375e-02 1.085984e-01 1.125873e-01 1.518230e-01 1.732896e-01 1.907127e-01 2.040049e-01 2.098895e-01 2.864363e-01 3.370406e-01 3.776422e-01 4.133341e-01 4.299480e-01 5.786261e-01 7.188610e-01 8.661069e-01 1.028020e+00 1.223382e+00 1.473529e+00 1.807717e+00 2.347541e+00 3.763078e+00 
1.068234119e-03 3.948687e-02 7.137925e-02 8.108134e-02 8.680623e-02 9.817035e-02 1.036345e-01 1.478113e-01 1.679527e-01 1.867956e-01 2.023518e-01 2.081091e-01 2.848616e-01 3.351435e-01 3.765978e-01 4.126686e-01 4.291803e-01 5.802778e-01 7.175299e-01 8.651167e-01 1.034798e+00 1.231971e+00 1.481545e+00 1.812940e+00 2.349463e+00 3.761428e+00 
1.074319075e-03 6.053980e-02 7.909189e-02 9.169322e-02 1.004604e-01 1.091888e-01 1.109785e-01 1.446295e-01 1.681725e-01 1.850804e-01 1.989384e-01 2.055688e-01 2.849510e-01 3.371423e-01 3.772045e-01 4.136714e-01 4.309701e-01 5.802790e-01 7.199251e-01 8.688771e-01 1.033965e+00 1.233078e+00 1.484714e+00 1.817160e+00 2.357663e+00 3.737616e+00 
1.095919400e-03 4.921904e-02 7.448683e-02 7.479385e-02 8.782364e-02 9.771835e-02 1.030602e-01 1.487435e-01 1.699289e-01 1.868960e-01 2.022937e-01 2.072044e-01 2.872567e-01 3.385088e-01 3.785612e-01 4.125233e-01 4.274934e-01 5.807182e-01 7.230865e-01 8.723177e-01 1.035221e+00 1.234455e+00 1.483154e+00 1.820237e+00 2.352676e+00 3.765294e+00 
1.121178267e-03 4.651370e-02 7.271639e-02 8.241975e-02 9.389190e-02 1.000006e-01 1.061700e-01 1.465820e-01 1.657816e-01 1.816261e-01 1.958648e-01 2.031620e-01 2.870159e-01 3.377801e-01 3.748599e-01 4.110226e-01 4.293848e-01 5.857547e-01 7.244911e-01 8.737582e-01 1.039350e+00 1.237405e+00 1.488351e+00 1.824580e+00 2.359445e+00 3.781601e+00 
1.143381949e-03 5.698206e-02 8.069343e-02 9.209216e-02 9.989667e-02 9.998692e-02 1.004150e-01 1.460416e-01 1.705225e-01 1.875543e-01 2.012283e-01 2.076531e-01 2.871687e-01 3.367972e-01 3.784460e-01 4.177141e-01 4.351750e-01 5.835215e-01 7.262378e-01 8.718477e-01 1.039869e+00 1.236770e+00 1.485434e+00 1.819659e+00 2.370383e+00 3.764999e+00 
1.162328378e-03 5.361331e-02 7.719848e-02 8.807534e-02 9.512176e-02 9.608986e-02 9.763853e-02 1.407474e-01 1.673500e-01 1.849194e-01 1.997596e-01 2.078224e-01 2.862017e-01 3.379927e-01 3.790167e-01 4.151089e-01 4.324187e-01 5.817689e-01 7.231658e-01 8.704651e-01 1.036254e+00 1.233041e+00 1.484019e+00 1.823503e+00 2.373978e+00 3.795209e+00 
1.176773389e-03 4.979079e-02 7.445065e-02 8.464853e-02 9.249363e-02 1.013634e-01 1.056471e-01 1.461695e-01 1.705686e-01 1.848498e-01 1.978117e-01 2.023296e-01 2.846640e-01 3.364887e-01 3.785288e-01 4.150136e-01 4.308979e-01 5.848576e-01 7.249566e-01 8.750233e-01 1.043433e+00 1.243092e+00 1.490526e+00 1.822405e+00 2.363994e+00 3.806885e+00 
1.193307926e-03 6.556118e-02 7.706003e-02 8.949372e-02 1.007143e-01 1.102262e-01 1.107044e-01 1.510866e-01 1.710035e-01 1.864629e-01 2.007807e-01 2.078951e-01 2.880242e-01 3.377762e-01 3.801318e-01 4.180783e-01 4.349016e-01 5.829878e-01 7.240590e-01 8.757852e-01 1.041912e+00 1.238518e+00 1.489110e+00 1.823673e+00 2.370814e+00 3.791557e+00 
1.208650655e-03 5.916769e-02 8.228066e-02 9.273219e-02 9.863665e-02 1.089714e-01 1.111421e-01 1.515854e-01 1.771175e-01 1.929016e-01 2.058383e-01 2.114114e-01 2.898472e-01 3.389568e-01 3.805829e-01 4.158212e-01 4.337133e-01 5.850785e-01 7.268482e-01 8.765137e-01 1.043142e+00 1.246433e+00 1.493125e+00 1.830864e+00 2.364378e+00 3.773933e+00 
1.218516336e-03 5.470455e-02 7.209507e-02 8.813670e-02 9.967375e-02 1.084712e-01 1.087623e-01 1.507520e-01 1.750946e-01 1.898145e-01 2.033229e-01 2.101950e-01 2.893995e-01 3.404456e-01 3.803173e-01 4.180266e-01 4.359705e-01 5.882637e-01 7.281075e-01 8.782434e-01 1.045830e+00 1.246057e+00 1.497606e+00 1.828765e+00 2.370043e+00 3.816511e+00 
1.232720279e-03 5.452503e-02 8.011855e-02 9.711717e-02 1.064000e-01 1.132061e-01 1.147697e-01 1.478420e-01 1.681090e-01 1.875541e-01 2.018036e-01 2.098624e-01 2.903467e-01 3.431531e-01 3.830320e-01 4.215021e-01 4.378119e-01 5.873912e-01 7.294840e-01 8.788834e-01 1.048453e+00 1.245681e+00 1.498076e+00 1.832511e+00 2.376398e+00 3.795674e+00 
1.249857226e-03 5.163012e-02 8.288228e-02 9.673355e-02 1.056620e-01 1.136002e-01 1.173545e-01 1.547192e-01 1.740108e-01 1.922167e-01 2.063716e-01 2.138124e-01 2.902075e-01 3.426090e-01 3.825199e-01 4.179616e-01 4.349012e-01 5.897957e-01 7.301083e-01 8.788462e-01 1.047702e+00 1.250014e+00 1.502970e+00 1.839234e+00 2.377891e+00 3.823144e+00 
1.264566716e-03 7.129255e-02 8.888280e-02 9.821311e-02 1.067063e-01 1.111985e-01 1.143946e-01 1.551426e-01 1.762691e-01 1.940656e-01 2.065307e-01 2.128257e-01 2.897640e-01 3.415823e-01 3.830142e-01 4.210266e-01 4.381550e-01 5.918244e-01 7.308715e-01 8.794563e-01 1.046567e+00 1.245536e+00 1.499255e+00 1.837723e+00 2.385596e+00 3.815050e+00 
