# Lagrange radii [code units]
#1:t 2:r(0.0001) 3:r(0.0003) 4:r(0.0005) 5:r(0.0007) 6:r(0.0009) 7:r(0.001) 8:r(0.003) 9:r(0.005) 10:r(0.007) 11:r(0.009) 12:r(0.01) 13:r(0.03) 14:r(0.05) 15:r(0.07) 16:r(0.09) 17:r(0.1) 18:r(0.2) 19:r(0.3) 20:r(0.4) 21:r(0.5) 22:r(0.6) 23:r(0.7) 24:r(0.8) 25:r(0.9) 26:r(0.99)
2.232891135e-03 4.639413e-02 6.849010e-02 7.036706e-02 8.525198e-02 9.609994e-02 1.002826e-01 1.418805e-01 1.688643e-01 1.888616e-01 2.075493e-01 2.151882e-01 3.055275e-01 3.585247e-01 4.042894e-01 4.440107e-01 4.616661e-01 6.177588e-01 7.675586e-01 9.219106e-01 1.094705e+00 1.300886e+00 1.561360e+00 1.911536e+00 2.466220e+00 3.954698e+00 
2.239874533e-03 5.002965e-02 6.482621e-02 8.538397e-02 9.810987e-02 1.103831e-01 1.121975e-01 1.584802e-01 1.779976e-01 1.996490e-01 2.109284e-01 2.161171e-01 3.054632e-01 3.611998e-01 4.056844e-01 4.437984e-01 4.616308e-01 6.208909e-01 7.691565e-01 9.264439e-01 1.101936e+00 1.304089e+00 1.561179e+00 1.912116e+00 2.481301e+00 3.962656e+00 
2.260492857e-03 5.417892e-02 8.357989e-02 9.469429e-02 9.490448e-02 1.007978e-01 1.061686e-01 1.522041e-01 1.787754e-01 2.003881e-01 2.177622e-01 2.224184e-01 3.091100e-01 3.665207e-01 4.110662e-01 4.496637e-01 4.672027e-01 6.214473e-01 7.678566e-01 9.264454e-01 1.097621e+00 1.309819e+00 1.565235e+00 1.911749e+00 2.476740e+00 3.948026e+00 
2.282111577e-03 5.943683e-02 7.520256e-02 8.294345e-02 8.295065e-02 9.415573e-02 9.745314e-02 1.576284e-01 1.854557e-01 2.016950e-01 2.186666e-01 2.268350e-01 3.139598e-01 3.679103e-01 4.120195e-01 4.509696e-01 4.679663e-01 6.240797e-01 7.719465e-01 9.284620e-01 1.105127e+00 1.307003e+00 1.563975e+00 1.916537e+00 2.475931e+00 3.973557e+00 
2.296715625e-03 5.668266e-02 8.159226e-02 9.723819e-02 1.008525e-01 1.070683e-01 1.121697e-01 1.606261e-01 1.848346e-01 1.996026e-01 2.164840e-01 2.241742e-01 3.092030e-01 3.649372e-01 4.074704e-01 4.463969e-01 4.633421e-01 6.213706e-01 7.708982e-01 9.274739e-01 1.103647e+00 1.310954e+00 1.567765e+00 1.926780e+00 2.482142e+00 3.984533e+00 
2.309902967e-03 4.962436e-02 6.446839e-02 8.245687e-02 9.541738e-02 1.075407e-01 1.122554e-01 1.578189e-01 1.790111e-01 1.950655e-01 2.118274e-01 2.178257e-01 3.064816e-01 3.588528e-01 4.018930e-01 4.402708e-01 4.587069e-01 6.172993e-01 7.703002e-01 9.276746e-01 1.102202e+00 1.309801e+00 1.568019e+00 1.911019e+00 2.477864e+00 3.973970e+00 
2.321829008e-03 6.097455e-02 8.157865e-02 8.745760e-02 9.933156e-02 1.086070e-01 1.125601e-01 1.513456e-01 1.762319e-01 1.963373e-01 2.115649e-01 2.195223e-01 3.058755e-01 3.602349e-01 4.052396e-01 4.433260e-01 4.612277e-01 6.245215e-01 7.741743e-01 9.306427e-01 1.099631e+00 1.303946e+00 1.561213e+00 1.910519e+00 2.477019e+00 3.961482e+00 
2.335228770e-03 5.319409e-02 7.961769e-02 9.366718e-02 1.038126e-01 1.119823e-01 1.142822e-01 1.544031e-01 1.824249e-01 1.971324e-01 2.135665e-01 2.192791e-01 3.029737e-01 3.576341e-01 4.016495e-01 4.422849e-01 4.598234e-01 6.193603e-01 7.669054e-01 9.266166e-01 1.102609e+00 1.304150e+00 1.565060e+00 1.916354e+00 2.475009e+00 3.938387e+00 
2.340583526e-03 5.318684e-02 7.702611e-02 8.686008e-02 9.979604e-02 1.088611e-01 1.134316e-01 1.589068e-01 1.801170e-01 1.987195e-01 2.109631e-01 2.158789e-01 3.026585e-01 3.558332e-01 3.999370e-01 4.401707e-01 4.582564e-01 6.193653e-01 7.674590e-01 9.274143e-01 1.104046e+00 1.309109e+00 1.564969e+00 1.921932e+00 2.488259e+00 3.966779e+00 
2.347617192e-03 6.165218e-02 8.096081e-02 8.786854e-02 9.831445e-02 1.087042e-01 1.108863e-01 1.464343e-01 1.700910e-01 1.857952e-01 2.042574e-01 2.108327e-01 3.009472e-01 3.586154e-01 4.042102e-01 4.429026e-01 4.606602e-01 6.221573e-01 7.718715e-01 9.262737e-01 1.097409e+00 1.306220e+00 1.561585e+00 1.916350e+00 2.483310e+00 3.969011e+00 
2.361142449e-03 5.201308e-02 6.926504e-02 6.938287e-02 7.029672e-02 8.522212e-02 9.019601e-02 1.482330e-01 1.758072e-01 1.939494e-01 2.088883e-01 2.173008e-01 3.032337e-01 3.580327e-01 4.044286e-01 4.443149e-01 4.619819e-01 6.221488e-01 7.695211e-01 9.243398e-01 1.095071e+00 1.303553e+00 1.560960e+00 1.912314e+00 2.473564e+00 3.969984e+00 
2.376226977e-03 4.658451e-02 7.298944e-02 8.782395e-02 9.307620e-02 9.318372e-02 9.517709e-02 1.469659e-01 1.752465e-01 1.927237e-01 2.127601e-01 2.197635e-01 3.053785e-01 3.593735e-01 4.018661e-01 4.422906e-01 4.604070e-01 6.250870e-01 7.733117e-01 9.258287e-01 1.101137e+00 1.310613e+00 1.561907e+00 1.915605e+00 2.478373e+00 3.978703e+00 
2.392588713e-03 5.217810e-02 6.580883e-02 6.791438e-02 8.691666e-02 9.726871e-02 1.025821e-01 1.520898e-01 1.687465e-01 1.920854e-01 2.099320e-01 2.179885e-01 3.093065e-01 3.623318e-01 4.045760e-01 4.434019e-01 4.620388e-01 6.216337e-01 7.698112e-01 9.251983e-01 1.098257e+00 1.307389e+00 1.567035e+00 1.922554e+00 2.489529e+00 3.980498e+00 
2.402789320e-03 6.607402e-02 6.622698e-02 7.308502e-02 8.641751e-02 9.489246e-02 9.855307e-02 1.444020e-01 1.718578e-01 1.900545e-01 2.089304e-01 2.153732e-01 3.039668e-01 3.609462e-01 4.058320e-01 4.443901e-01 4.632497e-01 6.210885e-01 7.714686e-01 9.279588e-01 1.106012e+00 1.312352e+00 1.573279e+00 1.915121e+00 2.484812e+00 3.988069e+00 
2.416931994e-03 6.543173e-02 7.565594e-02 8.850030e-02 9.873687e-02 1.067006e-01 1.106609e-01 1.501001e-01 1.789476e-01 1.947332e-01 2.092374e-01 2.173746e-01 3.063952e-01 3.607856e-01 4.060097e-01 4.420293e-01 4.609003e-01 6.208835e-01 7.714310e-01 9.289977e-01 1.106159e+00 1.312790e+00 1.570436e+00 1.924912e+00 2.479455e+00 3.961998e+00 
2.432249791e-03 5.888790e-02 7.703058e-02 8.353584e-02 9.313344e-02 1.001408e-01 1.034654e-01 1.541835e-01 1.802598e-01 1.924885e-01 2.093181e-01 2.170355e-01 3.067748e-01 3.611266e-01 4.043762e-01 4.444102e-01 4.633275e-01 6.253267e-01 7.710772e-01 9.276226e-01 1.105897e+00 1.314750e+00 1.567550e+00 1.926080e+00 2.493693e+00 3.989780e+00 
2.440246864e-03 6.004881e-02 7.781508e-02 8.257295e-02 9.712208e-02 1.068484e-01 1.122201e-01 1.472104e-01 1.719658e-01 1.894148e-01 2.072988e-01 2.145753e-01 3.024380e-01 3.617106e-01 4.064980e-01 4.449727e-01 4.636689e-01 6.250401e-01 7.741529e-01 9.296380e-01 1.103347e+00 1.310176e+00 1.570808e+00 1.924490e+00 2.487836e+00 3.989547e+00 
2.454332202e-03 4.501261e-02 7.373135e-02 7.432974e-02 7.884016e-02 9.170020e-02 9.582390e-02 1.361094e-01 1.703011e-01 1.906129e-01 2.075246e-01 2.130243e-01 3.032603e-01 3.604092e-01 4.036188e-01 4.444190e-01 4.617650e-01 6.226916e-01 7.693236e-01 9.292048e-01 1.104979e+00 1.313248e+00 1.569515e+00 1.921367e+00 2.488167e+00 3.977869e+00 
2.470812982e-03 5.319368e-02 7.954844e-02 8.929514e-02 9.442386e-02 9.458760e-02 9.624470e-02 1.558792e-01 1.747984e-01 1.934133e-01 2.097609e-01 2.135836e-01 3.070399e-01 3.628733e-01 4.047186e-01 4.450292e-01 4.628903e-01 6.236250e-01 7.711444e-01 9.290438e-01 1.106639e+00 1.312895e+00 1.572563e+00 1.922520e+00 2.487235e+00 3.993265e+00 
2.481341093e-03 5.588149e-02 7.800286e-02 9.544217e-02 1.050520e-01 1.121981e-01 1.126285e-01 1.586811e-01 1.792848e-01 2.024811e-01 2.139893e-01 2.195178e-01 3.082260e-01 3.641978e-01 4.077229e-01 4.453650e-01 4.639510e-01 6.219115e-01 7.735652e-01 9.346903e-01 1.109203e+00 1.314527e+00 1.569420e+00 1.919986e+00 2.491012e+00 3.975664e+00 
2.491120439e-03 5.549842e-02 7.002055e-02 8.923267e-02 1.002479e-01 1.082750e-01 1.083864e-01 1.518259e-01 1.750808e-01 1.959114e-01 2.115853e-01 2.184917e-01 3.052298e-01 3.598148e-01 4.056498e-01 4.445278e-01 4.619488e-01 6.243533e-01 7.728419e-01 9.279999e-01 1.101650e+00 1.307421e+00 1.573249e+00 1.924764e+00 2.481269e+00 3.977867e+00 
2.502445623e-03 5.951069e-02 7.517654e-02 7.929427e-02 9.446644e-02 1.039629e-01 1.087317e-01 1.488821e-01 1.732528e-01 1.929278e-01 2.106542e-01 2.164608e-01 3.039535e-01 3.582219e-01 4.029370e-01 4.417736e-01 4.615918e-01 6.200079e-01 7.716416e-01 9.289307e-01 1.102654e+00 1.310237e+00 1.565357e+00 1.923010e+00 2.490114e+00 3.981042e+00 
2.515694066e-03 5.400579e-02 6.443958e-02 8.657078e-02 9.329993e-02 9.632628e-02 9.830188e-02 1.470908e-01 1.754976e-01 1.955679e-01 2.079143e-01 2.134250e-01 2.981609e-01 3.562931e-01 4.013725e-01 4.393274e-01 4.580533e-01 6.219340e-01 7.701993e-01 9.302106e-01 1.102658e+00 1.309331e+00 1.567778e+00 1.921610e+00 2.488200e+00 3.986334e+00 
2.522112682e-03 5.371408e-02 7.864553e-02 9.060769e-02 1.014692e-01 1.097918e-01 1.147949e-01 1.539338e-01 1.801084e-01 1.939637e-01 2.101451e-01 2.174801e-01 3.044630e-01 3.594688e-01 4.032084e-01 4.439039e-01 4.606211e-01 6.236029e-01 7.738845e-01 9.291835e-01 1.108624e+00 1.313092e+00 1.574220e+00 1.927132e+00 2.498125e+00 3.971298e+00 
2.531096274e-03 5.689295e-02 8.057815e-02 9.506700e-02 9.626189e-02 1.055784e-01 1.112572e-01 1.474642e-01 1.725441e-01 1.882122e-01 2.016286e-01 2.112283e-01 3.027699e-01 3.553528e-01 4.035391e-01 4.426688e-01 4.619693e-01 6.246293e-01 7.732440e-01 9.311681e-01 1.107717e+00 1.315926e+00 1.573728e+00 1.933725e+00 2.505756e+00 3.988285e+00 
2.544056194e-03 5.524098e-02 7.548284e-02 8.711377e-02 9.498229e-02 1.064657e-01 1.104858e-01 1.432650e-01 1.688061e-01 1.951374e-01 2.081056e-01 2.126506e-01 3.015010e-01 3.579427e-01 4.045411e-01 4.449726e-01 4.616098e-01 6.221081e-01 7.717960e-01 9.305015e-01 1.109214e+00 1.317170e+00 1.575090e+00 1.921936e+00 2.497138e+00 3.984380e+00 
2.551712822e-03 5.343591e-02 7.463479e-02 8.147817e-02 8.165509e-02 8.556037e-02 9.116160e-02 1.371686e-01 1.643126e-01 1.870668e-01 2.057660e-01 2.139336e-01 3.031423e-01 3.590536e-01 4.059342e-01 4.434042e-01 4.627606e-01 6.219172e-01 7.724904e-01 9.281112e-01 1.106758e+00 1.309456e+00 1.569619e+00 1.922162e+00 2.489473e+00 3.988644e+00 
2.559328496e-03 3.633629e-02 7.690755e-02 9.238162e-02 1.024699e-01 1.125977e-01 1.153063e-01 1.546647e-01 1.727511e-01 1.927776e-01 2.089442e-01 2.150238e-01 3.005646e-01 3.579253e-01 4.039233e-01 4.429073e-01 4.612277e-01 6.237350e-01 7.744099e-01 9.305864e-01 1.106917e+00 1.313538e+00 1.572887e+00 1.927140e+00 2.492735e+00 4.007145e+00 
2.576396978e-03 5.300548e-02 8.270172e-02 8.404069e-02 8.451098e-02 9.238252e-02 1.000066e-01 1.439802e-01 1.670946e-01 1.872007e-01 1.999635e-01 2.076524e-01 3.034368e-01 3.608106e-01 4.052443e-01 4.454902e-01 4.625354e-01 6.228199e-01 7.693590e-01 9.273868e-01 1.105411e+00 1.314309e+00 1.572239e+00 1.924264e+00 2.496046e+00 3.990647e+00 
2.593568467e-03 5.272176e-02 7.758900e-02 9.130803e-02 1.044243e-01 1.142253e-01 1.174922e-01 1.547578e-01 1.773992e-01 1.975615e-01 2.140484e-01 2.216196e-01 3.031853e-01 3.621063e-01 4.069428e-01 4.476882e-01 4.656240e-01 6.283244e-01 7.785861e-01 9.306634e-01 1.106469e+00 1.316090e+00 1.574269e+00 1.923713e+00 2.493823e+00 3.976853e+00 
2.612634818e-03 5.621446e-02 8.009450e-02 9.890907e-02 1.099914e-01 1.181310e-01 1.218877e-01 1.605859e-01 1.834559e-01 2.027125e-01 2.193819e-01 2.276247e-01 3.093152e-01 3.655180e-01 4.103613e-01 4.478495e-01 4.658294e-01 6.273913e-01 7.761585e-01 9.301020e-01 1.106245e+00 1.315447e+00 1.575561e+00 1.932521e+00 2.495119e+00 3.985068e+00 
2.616708963e-03 5.513511e-02 8.435309e-02 1.003935e-01 1.099528e-01 1.174113e-01 1.217371e-01 1.503769e-01 1.778269e-01 1.971842e-01 2.133871e-01 2.193837e-01 3.098628e-01 3.661916e-01 4.103408e-01 4.497778e-01 4.677959e-01 6.279773e-01 7.807289e-01 9.362611e-01 1.109235e+00 1.318011e+00 1.576833e+00 1.924167e+00 2.495978e+00 4.009490e+00 
2.625337658e-03 5.904262e-02 8.778445e-02 9.989350e-02 1.098689e-01 1.163705e-01 1.189441e-01 1.508116e-01 1.777454e-01 1.961009e-01 2.112364e-01 2.181638e-01 3.098383e-01 3.648800e-01 4.082507e-01 4.442543e-01 4.631071e-01 6.253281e-01 7.792301e-01 9.378834e-01 1.111295e+00 1.315950e+00 1.577429e+00 1.933778e+00 2.499966e+00 4.009301e+00 
2.636027438e-03 6.073357e-02 8.716110e-02 9.253958e-02 1.068427e-01 1.176393e-01 1.209789e-01 1.616710e-01 1.807345e-01 1.979055e-01 2.102408e-01 2.167772e-01 3.041283e-01 3.622441e-01 4.055141e-01 4.459686e-01 4.635017e-01 6.239774e-01 7.753002e-01 9.324686e-01 1.111230e+00 1.316816e+00 1.578591e+00 1.933796e+00 2.497445e+00 4.018074e+00 
2.645194017e-03 4.716095e-02 8.256121e-02 9.452917e-02 1.073741e-01 1.139235e-01 1.140694e-01 1.520987e-01 1.788251e-01 1.962395e-01 2.096314e-01 2.177546e-01 3.088955e-01 3.604082e-01 4.068313e-01 4.443053e-01 4.637816e-01 6.251563e-01 7.755892e-01 9.357695e-01 1.112705e+00 1.314861e+00 1.573284e+00 1.922260e+00 2.484049e+00 4.023174e+00 
2.659733860e-03 4.781825e-02 7.504193e-02 8.529329e-02 9.445836e-02 9.964438e-02 9.980633e-02 1.470950e-01 1.719662e-01 1.946325e-01 2.111271e-01 2.176668e-01 3.051758e-01 3.636003e-01 4.062577e-01 4.463166e-01 4.638758e-01 6.233827e-01 7.765236e-01 9.380951e-01 1.111218e+00 1.317744e+00 1.576451e+00 1.927811e+00 2.489508e+00 4.011662e+00 
2.666680083e-03 5.603844e-02 7.089679e-02 8.367705e-02 9.232991e-02 9.235339e-02 9.386389e-02 1.485101e-01 1.734204e-01 1.876885e-01 2.075612e-01 2.145858e-01 3.073343e-01 3.614626e-01 4.062972e-01 4.428817e-01 4.610476e-01 6.266664e-01 7.769774e-01 9.303758e-01 1.110906e+00 1.318653e+00 1.578753e+00 1.939245e+00 2.507206e+00 4.006503e+00 
2.682695477e-03 6.427967e-02 8.776716e-02 9.594708e-02 1.045702e-01 1.047069e-01 1.047456e-01 1.465802e-01 1.704116e-01 1.917196e-01 2.086308e-01 2.145050e-01 3.060403e-01 3.592715e-01 4.060018e-01 4.457984e-01 4.651394e-01 6.245185e-01 7.759477e-01 9.327165e-01 1.110997e+00 1.315133e+00 1.579234e+00 1.934722e+00 2.495264e+00 4.014091e+00 
2.704625689e-03 5.820124e-02 7.250266e-02 8.681944e-02 8.686245e-02 9.618527e-02 1.027092e-01 1.530631e-01 1.770109e-01 1.962878e-01 2.128003e-01 2.174460e-01 3.051650e-01 3.632817e-01 4.096417e-01 4.468049e-01 4.644333e-01 6.317893e-01 7.792110e-01 9.346985e-01 1.110119e+00 1.314496e+00 1.580528e+00 1.932322e+00 2.501937e+00 4.008249e+00 
2.716436538e-03 5.691728e-02 7.129598e-02 7.154803e-02 8.699688e-02 9.789470e-02 1.041466e-01 1.578345e-01 1.762196e-01 1.976907e-01 2.113281e-01 2.180739e-01 3.083717e-01 3.612810e-01 4.051799e-01 4.454708e-01 4.659796e-01 6.282135e-01 7.772377e-01 9.361461e-01 1.114834e+00 1.321232e+00 1.581397e+00 1.933166e+00 2.498430e+00 3.996224e+00 
2.724905336e-03 5.096040e-02 7.962500e-02 9.482596e-02 1.074289e-01 1.151178e-01 1.164358e-01 1.498456e-01 1.776539e-01 1.958722e-01 2.092603e-01 2.162863e-01 3.092491e-01 3.604604e-01 4.044597e-01 4.453678e-01 4.635143e-01 6.250231e-01 7.744004e-01 9.348527e-01 1.110832e+00 1.319953e+00 1.576580e+00 1.925314e+00 2.495763e+00 4.012669e+00 
2.738212987e-03 5.324972e-02 8.150333e-02 9.427257e-02 1.073880e-01 1.144410e-01 1.162256e-01 1.589058e-01 1.753955e-01 1.944087e-01 2.125162e-01 2.196183e-01 3.048715e-01 3.596643e-01 4.059106e-01 4.470851e-01 4.646072e-01 6.289707e-01 7.767554e-01 9.347278e-01 1.110071e+00 1.320191e+00 1.577123e+00 1.940085e+00 2.512472e+00 4.018816e+00 
2.745357726e-03 4.716048e-02 7.378018e-02 7.390590e-02 8.071291e-02 9.157115e-02 9.164805e-02 1.497502e-01 1.753528e-01 1.987535e-01 2.164185e-01 2.234396e-01 3.108155e-01 3.637147e-01 4.075585e-01 4.459730e-01 4.634545e-01 6.271558e-01 7.780765e-01 9.349106e-01 1.111510e+00 1.319890e+00 1.583155e+00 1.938838e+00 2.511836e+00 4.015448e+00 
2.755714092e-03 6.209106e-02 8.030619e-02 8.251900e-02 8.650786e-02 1.005297e-01 1.052586e-01 1.545010e-01 1.787430e-01 1.959658e-01 2.152243e-01 2.225386e-01 3.065114e-01 3.628066e-01 4.077400e-01 4.462037e-01 4.652567e-01 6.269152e-01 7.771914e-01 9.341442e-01 1.111801e+00 1.320915e+00 1.579477e+00 1.935609e+00 2.502702e+00 4.014063e+00 
2.767996036e-03 5.135155e-02 6.647291e-02 6.693305e-02 7.587970e-02 7.913071e-02 7.915357e-02 1.369377e-01 1.606561e-01 1.838264e-01 2.043019e-01 2.118917e-01 3.036906e-01 3.608291e-01 4.063738e-01 4.440173e-01 4.632491e-01 6.269940e-01 7.753911e-01 9.332122e-01 1.110283e+00 1.316564e+00 1.570320e+00 1.926668e+00 2.498908e+00 4.021230e+00 
2.781467852e-03 3.517916e-02 6.909324e-02 7.864014e-02 9.168482e-02 1.035584e-01 1.064615e-01 1.546089e-01 1.782317e-01 1.965343e-01 2.123555e-01 2.152014e-01 3.058652e-01 3.618166e-01 4.051010e-01 4.439902e-01 4.609052e-01 6.251989e-01 7.789207e-01 9.370013e-01 1.112924e+00 1.318547e+00 1.575532e+00 1.928577e+00 2.501340e+00 4.004319e+00 
2.793955495e-03 5.900478e-02 8.643085e-02 9.838026e-02 1.085377e-01 1.149967e-01 1.170822e-01 1.601035e-01 1.793317e-01 1.957743e-01 2.094074e-01 2.152284e-01 3.027586e-01 3.597604e-01 4.026370e-01 4.426619e-01 4.617617e-01 6.281531e-01 7.765694e-01 9.363875e-01 1.113741e+00 1.323634e+00 1.581428e+00 1.931633e+00 2.508860e+00 4.020393e+00 
2.807881071e-03 4.674113e-02 7.425826e-02 8.961185e-02 9.868684e-02 1.081683e-01 1.128133e-01 1.386293e-01 1.653384e-01 1.877002e-01 2.058192e-01 2.118991e-01 3.045582e-01 3.613520e-01 4.040213e-01 4.441869e-01 4.635538e-01 6.242008e-01 7.740114e-01 9.336496e-01 1.110136e+00 1.320342e+00 1.583013e+00 1.935608e+00 2.506673e+00 4.019860e+00 
2.828615537e-03 5.296180e-02 7.077473e-02 8.711347e-02 9.133243e-02 9.616771e-02 1.036278e-01 1.402680e-01 1.731259e-01 1.959751e-01 2.137699e-01 2.194183e-01 3.048419e-01 3.620771e-01 4.067086e-01 4.461708e-01 4.631599e-01 6.243913e-01 7.731440e-01 9.340002e-01 1.112389e+00 1.321966e+00 1.577196e+00 1.936227e+00 2.513294e+00 4.032093e+00 
2.850249309e-03 4.769022e-02 7.866444e-02 7.965666e-02 8.141771e-02 8.668125e-02 8.708098e-02 1.508656e-01 1.779176e-01 1.946193e-01 2.091265e-01 2.178615e-01 3.057911e-01 3.630104e-01 4.043730e-01 4.451424e-01 4.641080e-01 6.277482e-01 7.795546e-01 9.371782e-01 1.111928e+00 1.322662e+00 1.581313e+00 1.935695e+00 2.503447e+00 4.017977e+00 
2.867561300e-03 5.034579e-02 7.926042e-02 9.530904e-02 1.036643e-01 1.069784e-01 1.070639e-01 1.531795e-01 1.751530e-01 1.973718e-01 2.138239e-01 2.185299e-01 3.019951e-01 3.623585e-01 4.055346e-01 4.455192e-01 4.651831e-01 6.262554e-01 7.790614e-01 9.399335e-01 1.117484e+00 1.328394e+00 1.587697e+00 1.938780e+00 2.507843e+00 4.012946e+00 
2.881336845e-03 3.822862e-02 4.387192e-02 6.920522e-02 8.255928e-02 9.717287e-02 1.008010e-01 1.526144e-01 1.822812e-01 1.990744e-01 2.160650e-01 2.221705e-01 3.065511e-01 3.644220e-01 4.100734e-01 4.481046e-01 4.662394e-01 6.304970e-01 7.825438e-01 9.441301e-01 1.122307e+00 1.328203e+00 1.586242e+00 1.942298e+00 2.510999e+00 4.047860e+00 
2.891494793e-03 5.918783e-02 6.691853e-02 7.206359e-02 9.025069e-02 1.050594e-01 1.110030e-01 1.602139e-01 1.835433e-01 2.050309e-01 2.192852e-01 2.218967e-01 3.052830e-01 3.617598e-01 4.068739e-01 4.456712e-01 4.642957e-01 6.296160e-01 7.824363e-01 9.429326e-01 1.123013e+00 1.328833e+00 1.593200e+00 1.941570e+00 2.515527e+00 4.023848e+00 
2.903550935e-03 5.279813e-02 7.681773e-02 8.610103e-02 9.207180e-02 9.262358e-02 9.563205e-02 1.552905e-01 1.851987e-01 2.015552e-01 2.172365e-01 2.236805e-01 3.086322e-01 3.647982e-01 4.102766e-01 4.481843e-01 4.666577e-01 6.317259e-01 7.812893e-01 9.402446e-01 1.116871e+00 1.327743e+00 1.592636e+00 1.952018e+00 2.523690e+00 4.031140e+00 
2.918924545e-03 5.008121e-02 6.672241e-02 7.063506e-02 8.998299e-02 9.953276e-02 1.053659e-01 1.488940e-01 1.670739e-01 1.889279e-01 2.105503e-01 2.143482e-01 3.085481e-01 3.630819e-01 4.094160e-01 4.476740e-01 4.658107e-01 6.308076e-01 7.810374e-01 9.391738e-01 1.114491e+00 1.322981e+00 1.582593e+00 1.941286e+00 2.507902e+00 4.026635e+00 
2.939820039e-03 5.742630e-02 7.879577e-02 8.976375e-02 1.005215e-01 1.099476e-01 1.143103e-01 1.504086e-01 1.796584e-01 1.972121e-01 2.141339e-01 2.212944e-01 3.113917e-01 3.654047e-01 4.077391e-01 4.464222e-01 4.638513e-01 6.299246e-01 7.818024e-01 9.406961e-01 1.120558e+00 1.329537e+00 1.588383e+00 1.950234e+00 2.509191e+00 4.035042e+00 
2.951680039e-03 5.219565e-02 8.292401e-02 8.326844e-02 9.031304e-02 1.011429e-01 1.060624e-01 1.511715e-01 1.774844e-01 1.973089e-01 2.138084e-01 2.204855e-01 3.095316e-01 3.651322e-01 4.090255e-01 4.469232e-01 4.667290e-01 6.309523e-01 7.789505e-01 9.366578e-01 1.114165e+00 1.327263e+00 1.582439e+00 1.941520e+00 2.523196e+00 4.030321e+00 
2.961313337e-03 5.342643e-02 7.502987e-02 7.510539e-02 8.468547e-02 8.492677e-02 8.663784e-02 1.500272e-01 1.785861e-01 1.971712e-01 2.126547e-01 2.207934e-01 3.027420e-01 3.615430e-01 4.081265e-01 4.480005e-01 4.646829e-01 6.335784e-01 7.816549e-01 9.426953e-01 1.119737e+00 1.329029e+00 1.589778e+00 1.942625e+00 2.513438e+00 4.020654e+00 
2.973441342e-03 5.448283e-02 7.995711e-02 9.424302e-02 1.066655e-01 1.107032e-01 1.107547e-01 1.569754e-01 1.839040e-01 2.022664e-01 2.168507e-01 2.223935e-01 3.036332e-01 3.591941e-01 4.060253e-01 4.474838e-01 4.661388e-01 6.313537e-01 7.807694e-01 9.401019e-01 1.121711e+00 1.326961e+00 1.589222e+00 1.943766e+00 2.508117e+00 4.029276e+00 
2.986052695e-03 5.745096e-02 7.689504e-02 9.103396e-02 1.053558e-01 1.157659e-01 1.191039e-01 1.534815e-01 1.805746e-01 2.007412e-01 2.173483e-01 2.227772e-01 3.089593e-01 3.653969e-01 4.085711e-01 4.476166e-01 4.667206e-01 6.282942e-01 7.847279e-01 9.427612e-01 1.119441e+00 1.329226e+00 1.594824e+00 1.953438e+00 2.508561e+00 4.031695e+00 
2.997213053e-03 6.032210e-02 8.338749e-02 8.378553e-02 9.331180e-02 1.017950e-01 1.019250e-01 1.502397e-01 1.760824e-01 1.980157e-01 2.084592e-01 2.154487e-01 3.087837e-01 3.637602e-01 4.079779e-01 4.495857e-01 4.681433e-01 6.295931e-01 7.834883e-01 9.420402e-01 1.117480e+00 1.326286e+00 1.587321e+00 1.943790e+00 2.517427e+00 4.014971e+00 
3.005213666e-03 4.823151e-02 7.171057e-02 8.861856e-02 9.905138e-02 1.058190e-01 1.100184e-01 1.443994e-01 1.637551e-01 1.875745e-01 2.034820e-01 2.122894e-01 3.065930e-01 3.620011e-01 4.087093e-01 4.486881e-01 4.682098e-01 6.316994e-01 7.857325e-01 9.441549e-01 1.119472e+00 1.332499e+00 1.591399e+00 1.948206e+00 2.524439e+00 4.046836e+00 
3.019150660e-03 5.151848e-02 7.983642e-02 9.932685e-02 1.012317e-01 1.088658e-01 1.140351e-01 1.574910e-01 1.791437e-01 1.945153e-01 2.091566e-01 2.143580e-01 3.029430e-01 3.619067e-01 4.059734e-01 4.464992e-01 4.656230e-01 6.321361e-01 7.833921e-01 9.430070e-01 1.120333e+00 1.329251e+00 1.591497e+00 1.940933e+00 2.518270e+00 4.037145e+00 
3.034573521e-03 5.047124e-02 5.510767e-02 7.554332e-02 9.087290e-02 1.005076e-01 1.043409e-01 1.345029e-01 1.686765e-01 1.879874e-01 2.051361e-01 2.120712e-01 3.060606e-01 3.582340e-01 4.032791e-01 4.455532e-01 4.643079e-01 6.288687e-01 7.828805e-01 9.423382e-01 1.120242e+00 1.333418e+00 1.590943e+00 1.944428e+00 2.519675e+00 4.055305e+00 
3.046835682e-03 4.776302e-02 7.008704e-02 8.613247e-02 9.485402e-02 9.627688e-02 1.001109e-01 1.394603e-01 1.665585e-01 1.851881e-01 2.026122e-01 2.074040e-01 3.002180e-01 3.591091e-01 4.025480e-01 4.433616e-01 4.629522e-01 6.279246e-01 7.819398e-01 9.392389e-01 1.117134e+00 1.326473e+00 1.589312e+00 1.946902e+00 2.512958e+00 4.026170e+00 
