# Dynamical information [code units]
#1:t #2:Dt #3:tcount #4:N #5:M #6:VR #7:N_c #8:r_c #9:r_max #10:Etot #11:KE #12:PE #13:Etot_int #14:Etot_bin #15:E_cenma #16:Eesc #17:Ebesc #18:Eintesc #19:Eoops #20:Etot+Eoops #21:r_h #22:rho_0 #23:rc_spitzer #24:v0_rms #25:rc_nb #26.DMse(MSUN) #27.DMrejuv(MSUN) #28.N_c_nb
0.00054564733 7.5336101e-06 84 398647 0.83168551 1.0065486 50125.953 0.47459572 7.6056318 3.9548962 0.14391741 -0.28596215 0 -1.8270574 0 6.3977059 -0.47370756 0 0 3.9548962 0.97371672 1.1739379 0.30314117 0.67222054 0.40460572 0 0 31058.983
0.00058617273 4.0525393e-05 85 398549 0.82651803 1.0075877 45866.089 0.47851643 9.0577007 4.4437176 0.14174749 -0.2813601 0 -1.8277826 0 6.8893852 -0.47827236 0 0 4.4437176 0.97980685 1.0081231 0.32523775 0.66834705 0.41921588 0 0 30839.997
0.00061113394 2.4961216e-05 86 398482 0.82320107 1.0093769 47587.849 0.48306336 7.8725387 4.6921965 0.14059841 -0.27858457 0 -1.8280824 0 7.1365374 -0.47827236 0 0 4.6921965 0.98221544 1.0347364 0.32086309 0.66800381 0.42400028 0 0 32179.718
0.00063725389 2.6119944e-05 87 398396 0.81936911 1.0113715 48579.937 0.48233107 9.6078972 5.0733802 0.13907657 -0.27502567 0 -1.8278001 0 7.5154018 -0.47827241 0 0 5.0733802 0.98668787 1.0910693 0.31047289 0.66373416 0.41468079 0 0 30871.874
0.00065085424 1.3600358e-05 88 398364 0.81780282 1.0085731 53738.634 0.48395994 7.7248926 5.1793856 0.13747976 -0.27262229 0 -1.8276996 0 7.6205001 -0.47827241 0 0 5.1793856 0.9900088 1.2156443 0.29285168 0.6608384 0.40061538 0 0 30481.846
0.00065867287 7.8186297e-06 89 398351 0.81711841 1.00551 45524.843 0.48808716 8.4607308 5.2462269 0.13626597 -0.27103851 0 -1.8280466 0 7.6873185 -0.47827241 0 0 5.2462269 0.99542496 0.95942957 0.32798402 0.65751178 0.43227133 0 0 31624.642
0.0006683363 9.6634226e-06 90 398325 0.81595489 1.0035468 46647.063 0.49165201 7.7724746 5.399845 0.1351537 -0.26935206 0 -1.8285023 0 7.840818 -0.47827241 0 0 5.399845 0.99865969 0.9536653 0.3276927 0.65495139 0.44428958 0 0 34423.041
0.00068101139 1.2675098e-05 91 398303 0.81500179 1.0023365 45979.281 0.49402294 7.9661963 5.4743211 0.13433107 -0.26803589 0 -1.8300821 0 7.9163805 -0.47827241 0 0 5.4743211 0.99838192 0.92647678 0.33164963 0.65334277 0.43883676 0 0 32227.739
0.00072013114 3.9119746e-05 92 398209 0.81094904 1.0047792 52186.759 0.49384445 8.0596068 5.8203436 0.1330683 -0.26487073 0 -1.8320775 0 8.2624962 -0.47827261 0 0 5.8203436 1.0019944 1.0244962 0.31484325 0.65221963 0.42408471 0 0 33048.187
0.00074085056 2.0719419e-05 93 398158 0.80887235 1.0072262 47240.679 0.49647919 8.9352184 6.0227211 0.13269616 -0.26348829 0 -1.8341323 0 8.4659181 -0.47827263 0 0 6.0227211 1.0006759 0.91517621 0.33181003 0.64966006 0.44406923 0 0 33803.76
0.00076058715 1.9736592e-05 94 398109 0.80682079 1.0065335 46824.1 0.49799228 7.5666376 6.2276609 0.13137737 -0.26104919 0 -1.8386322 0 8.6742383 -0.47827338 0 0 6.2276609 1.0055267 0.93672569 0.32754945 0.64882473 0.43636042 0 0 31501.966
0.00077275406 1.2166906e-05 95 398080 0.80601633 1.0024999 46822.731 0.49868792 8.0580583 6.3078743 0.1300029 -0.25935742 0 -1.8382283 0 8.7537307 -0.47827347 0 0 6.3078743 1.009497 0.92414561 0.32811059 0.64555724 0.43533297 0 0 31148.337
0.00078286773 1.011367e-05 96 398058 0.80509378 1.0015816 46928.86 0.5005211 7.7855301 6.4208843 0.12927942 -0.25815056 0 -1.8386806 0 8.8667095 -0.47827347 0 0 6.4208843 1.0108682 0.88561702 0.3343079 0.64389332 0.44020963 0 0 31926.51
0.00079222701 9.3592801e-06 97 398043 0.80455659 1.0013594 47155.232 0.50402314 7.5459621 6.4639136 0.1289485 -0.25754689 0 -1.838729 0 8.9095144 -0.47827347 0 0 6.4639136 1.0125782 0.8732245 0.33530475 0.64127893 0.44607247 0 0 32688.481
0.00081222315 1.9996144e-05 98 398006 0.80301395 1.0041868 46276.098 0.50807638 7.9661584 6.6136685 0.12888937 -0.25670399 0 -1.8393665 0 9.0591231 -0.47827347 0 0 6.6136685 1.0132322 0.81797597 0.3461769 0.64078549 0.46276732 0 0 34966.949
0.00083108323 1.8860074e-05 99 397963 0.80143915 1.0059999 48761.291 0.50912525 7.8576091 6.7619713 0.12862314 -0.25571204 0 -1.8438892 0 9.2112229 -0.47827347 0 0 6.7619713 1.0132373 0.88965503 0.33070058 0.63839588 0.45446352 0 0 34681.54
0.00084455081 1.3467588e-05 100 397941 0.800581 1.0044044 47930.086 0.50808891 7.8197961 6.8669049 0.12774553 -0.25437072 0 -1.8450664 0 9.31687 -0.47827347 0 0 6.8669049 1.0124054 0.85126401 0.33909954 0.64032969 0.45408511 0 0 34213.763
0.0008665803 2.2029486e-05 101 397880 0.79866027 1.0041219 47670.405 0.50775474 8.0231043 7.0291136 0.12680105 -0.25256108 0 -1.8423905 0 9.4781515 -0.48088735 0 0 7.0291136 1.0202352 0.83267442 0.34203881 0.63878882 0.44741707 0 0 32615.538
0.00088515831 1.8578006e-05 102 397841 0.79720451 1.0043014 47879.593 0.51017353 7.6516617 7.1533914 0.12614775 -0.25121492 0 -1.8447357 0 9.6040817 -0.48088735 0 0 7.1533914 1.0215848 0.86453222 0.33479343 0.63710619 0.44928325 0 0 32700.726
0.00091027715 2.5118841e-05 103 397778 0.79494233 1.0067845 46274.612 0.51158043 7.6029209 7.3632409 0.12570415 -0.24971413 0 -1.8488374 0 9.8169756 -0.48088736 0 0 7.3632409 1.0227109 0.81067813 0.34470083 0.63520055 0.46729089 0 0 35266.55
0.00091752178 7.2446343e-06 104 397762 0.79437931 1.0021202 46848.309 0.51257176 7.86335 7.3953256 0.12438682 -0.2482473 0 -1.8489926 0 9.8492779 -0.4810992 0 0 7.3953256 1.0234932 0.82490007 0.34075116 0.6334062 0.46356037 0 0 34653.634
0.00093286025 1.5338467e-05 105 397736 0.79362521 1.004151 46979.614 0.51283151 8.126839 7.4827581 0.12451404 -0.24799863 0 -1.8497832 0 9.9371252 -0.4810992 0 0 7.4827581 1.0242854 0.82357932 0.34110207 0.6335507 0.45779068 0 0 33418.441
0.00095316287 2.0302622e-05 106 397698 0.79226399 1.003557 52507.664 0.51450721 7.6491679 7.5785777 0.12376424 -0.24665112 0 -1.8523272 0 10.034891 -0.48109921 0 0 7.5785777 1.0255723 0.93332025 0.31956621 0.63185947 0.4478345 0 0 34625.889
0.00096012468 6.961805e-06 107 397686 0.79198739 1.0010657 47709.377 0.51670223 9.2415451 7.5986171 0.12305289 -0.24584378 0 -1.854456 0 10.056965 -0.48110137 0 0 7.5986171 1.0285396 0.82803371 0.33867673 0.63074479 0.45499075 0 0 32575.45
0.00097142034 1.1295666e-05 108 397666 0.7913375 0.99975351 46163.943 0.51750284 7.838002 7.6630022 0.12247107 -0.24500253 0 -1.8539353 0 10.12057 -0.48110137 0 0 7.6630022 1.03258 0.77023715 0.35012143 0.62889077 0.46978648 0 0 34535.538
0.0010036642 3.2243843e-05 109 397596 0.78905959 1.0041646 52183.988 0.5173659 7.9533941 7.9126712 0.1224625 -0.24390923 0 -1.8549295 0 10.370149 -0.48110137 0 0 7.9126712 1.0291505 0.91010941 0.32168438 0.62808885 0.44139431 0 0 32405.898
0.0010326507 2.8986523e-05 110 397535 0.78729138 1.0049689 48969.105 0.51891272 9.5343087 8.1205288 0.12185764 -0.24251028 0 -1.8600309 0 10.582314 -0.48110137 0 0 8.1205288 1.0320497 0.82172981 0.33842928 0.62788015 0.46320525 0 0 34830.494
0.0010507283 1.8077576e-05 111 397504 0.78632774 1.0070642 49213.785 0.51848704 7.8113987 8.2043074 0.12189505 -0.24207999 0 -1.8595934 0 10.665187 -0.48110141 0 0 8.2043074 1.0280213 0.85464782 0.33076124 0.62582443 0.45625173 0 0 33534.097
0.0010682341 1.7505836e-05 112 397481 0.78568875 1.0046282 49144.89 0.52056478 8.221634 8.2579508 0.12102686 -0.24093861 0 -1.8635917 0 10.722556 -0.48110141 0 0 8.2579508 1.0348127 0.86042267 0.33059927 0.62762771 0.45279487 0 0 32341.377
0.0010743191 6.0849557e-06 113 397476 0.78554176 1.003115 48638.24 0.52018863 7.7919934 8.2745073 0.12060473 -0.24046043 0 -1.8639869 0 10.739451 -0.48110141 0 0 8.2745073 1.0339656 0.83817689 0.33387031 0.62559021 0.44754164 0 0 30973.883
0.0010959194 2.1600325e-05 114 397452 0.78481618 1.0022099 49227.308 0.52195879 7.7130864 8.3517953 0.12003745 -0.23954553 0 -1.8654084 0 10.817813 -0.48110147 0 0 8.3517953 1.0352216 0.81732883 0.33770895 0.62486368 0.46615519 0 0 35066.224
0.0011211783 2.5258866e-05 115 397415 0.78363397 1.0005879 55299.709 0.52248258 7.7665538 8.4759301 0.11912992 -0.23811983 0 -1.8663214 0 10.942343 -0.48110147 0 0 8.4759301 1.0393556 0.94166887 0.3152296 0.62606641 0.44967751 0 0 35254.202
0.0011433819 2.2203682e-05 116 397381 0.78262169 1.0022483 47531.744 0.52428076 7.7619583 8.5765818 0.11902855 -0.23752306 0 -1.8684081 0 11.044586 -0.48110147 0 0 8.5765818 1.0398699 0.77180405 0.34587769 0.62189976 0.46807863 0 0 33825.828
0.0011623284 1.8946429e-05 117 397351 0.78179497 1.0042512 52924.719 0.52489547 8.1332242 8.6826593 0.11919821 -0.23738724 0 -1.8680595 0 11.150009 -0.48110147 0 0 8.6826593 1.0362673 0.87549439 0.32432709 0.62108953 0.44735076 0 0 32763.071
0.0011767734 1.444501e-05 118 397318 0.78078922 1.0027838 45595.37 0.52609616 7.8009073 8.7909868 0.11835923 -0.23606132 0 -1.8707558 0 11.260546 -0.48110147 0 0 8.7909868 1.0434342 0.74653213 0.35141794 0.62143039 0.475472 0 0 33658.921
0.0011933079 1.6534537e-05 119 397283 0.77972399 1.003642 48635.679 0.52523027 7.7593196 8.9091898 0.11811249 -0.23536778 0 -1.8715835 0 11.37913 -0.48110164 0 0 8.9091898 1.0419226 0.79535101 0.34042413 0.62136111 0.45041211 0 0 30671.563
0.0012086507 1.5342729e-05 120 397246 0.7787397 1.0035781 47588.274 0.52661455 7.6582625 9.0311956 0.11762642 -0.23441409 0 -1.8721546 0 11.50124 -0.48110187 0 0 9.0311956 1.0431452 0.76709999 0.34570097 0.61968486 0.46487279 0 0 32735.862
0.0012185163 9.8656813e-06 121 397228 0.77817711 1.0025019 49594.524 0.52816142 7.5789563 9.1202493 0.11711761 -0.23365066 0 -1.8704969 0 11.588381 -0.48110187 0 0 9.1202493 1.0458324 0.80156298 0.33794755 0.61924489 0.4640331 0 0 33634.159
0.0012327203 1.4203943e-05 122 397204 0.7774284 1.0011727 47895.18 0.52919362 7.72155 9.2022601 0.11650151 -0.2327301 0 -1.8725228 0 11.672113 -0.48110187 0 0 9.2022601 1.0484546 0.75352536 0.34762582 0.61759712 0.46585235 0 0 32673.291
0.0012498572 1.7136947e-05 123 397177 0.77675678 1.0009895 48165.378 0.53141908 7.7762611 9.2724594 0.11612193 -0.23201428 0 -1.8738253 0 11.743279 -0.48110187 0 0 9.2724594 1.0477046 0.7663151 0.34457572 0.61735173 0.48021669 0 0 35541.462
0.0012645667 1.470949e-05 124 397140 0.7757907 1.0024835 48810.719 0.53059946 7.6295184 9.4002191 0.11598792 -0.23140115 0 -1.8737331 0 11.870467 -0.48110187 0 0 9.4002191 1.0465761 0.79279525 0.3379908 0.61592766 0.46169438 0 0 32157.225
0.001273806 9.239286e-06 125 397119 0.77514299 1.003176 49964.37 0.53158757 7.4892269 9.4396677 0.11586076 -0.2309879 0 -1.8748297 0 11.910726 -0.48110187 0 0 9.4396677 1.0461622 0.81515917 0.33307838 0.61547719 0.47522676 0 0 35697.567
0.0012940477 2.024166e-05 126 397095 0.77446539 1.0005456 50397.235 0.53426454 7.5753593 9.5338434 0.11491963 -0.22971392 0 -1.8764377 0 12.006177 -0.48110187 0 0 9.5338434 1.0535379 0.79211199 0.33773368 0.61519383 0.46823119 0 0 33924.907
0.0013118523 1.7804686e-05 127 397070 0.77377902 1.0024086 49732.814 0.53516836 7.6309971 9.6191756 0.11497023 -0.22938797 0 -1.8769472 0 12.093052 -0.4825111 0 0 9.6191756 1.0523928 0.7582322 0.3442027 0.61342247 0.47586779 0 0 34964.771
0.0013306872 1.8834877e-05 128 397025 0.77254919 1.0012122 47621.062 0.53568924 8.4017307 9.7703271 0.11421913 -0.22816168 0 -1.8790061 0 12.245787 -0.4825111 0 0 9.7703271 1.0530931 0.73434952 0.34963464 0.61321132 0.47540531 0 0 33285.294
0.0013536298 2.2942582e-05 129 396986 0.77144569 1.0010696 48676.593 0.53562747 7.7033677 9.9203342 0.11373208 -0.22722114 0 -1.8810256 0 12.39736 -0.48251111 0 0 9.9203342 1.0589662 0.72876977 0.35092067 0.61312416 0.47370213 0 0 33670.353
0.0013608257 7.1959215e-06 130 396975 0.77112446 1.0007068 50330.299 0.53589383 7.7284822 9.9556341 0.11351641 -0.22687248 0 -1.8816769 0 12.433178 -0.48251111 0 0 9.9556341 1.0573423 0.75073969 0.34512305 0.61201625 0.47166586 0 0 34315.993
0.0013751361 1.4310355e-05 131 396951 0.77038531 0.9999647 49231.284 0.5373299 7.58328 10.039477 0.11305018 -0.22610835 0 -1.8817809 0 12.516827 -0.48251111 0 0 10.039477 1.0604923 0.74486146 0.34615412 0.61143678 0.48452076 0 0 36095.686
0.0013847614 9.6253543e-06 132 396932 0.76983366 1.000723 51408.999 0.53835627 8.791891 10.098444 0.11297212 -0.225781 0 -1.8826794 0 12.576444 -0.48251111 0 0 10.098444 1.0571568 0.77293665 0.33840917 0.60891739 0.46254489 0 0 32605.547
0.0014109584 2.6196926e-05 133 396894 0.76879233 1.0013554 51153.559 0.5377933 7.5612639 10.213807 0.11262599 -0.2249471 0 -1.884045 0 12.692684 -0.48251111 0 0 10.213807 1.0587808 0.79768205 0.33351088 0.60963405 0.46172551 0 0 32372.876
0.0014228278 1.1869391e-05 134 396879 0.76834764 0.99947603 51578.645 0.53979789 7.5328552 10.263949 0.11199291 -0.22410324 0 -1.8852433 0 12.743814 -0.48251111 0 0 10.263949 1.0608962 0.80697632 0.33111689 0.60877391 0.46126157 0 0 32182.382
0.0014289276 6.0998396e-06 135 396865 0.76799081 0.99860412 50973.875 0.54068754 7.7044678 10.300742 0.11163414 -0.22358038 0 -1.8861023 0 12.781302 -0.48251143 0 0 10.300742 1.0639539 0.76902017 0.33860947 0.60773222 0.47211347 0 0 33934.991
0.0014375246 8.5970064e-06 136 396857 0.76773003 0.99903708 47105.456 0.5420961 7.6086241 10.321214 0.1116056 -0.22342634 0 -1.8887826 0 12.804328 -0.48251143 0 0 10.321214 1.0654276 0.70065426 0.35417979 0.60676422 0.48015786 0 0 32733.654
0.0014517651 1.4240463e-05 137 396834 0.76707078 0.99912995 49869.57 0.54079129 7.6202921 10.396045 0.11132727 -0.22284842 0 -1.8902834 0 12.880361 -0.48251143 0 0 10.396045 1.0665916 0.77637939 0.33707957 0.60787424 0.4766613 0 0 34148.862
0.0014595656 7.8005271e-06 138 396826 0.76688812 1.002522 48733.089 0.54229862 7.7392038 10.421255 0.11200761 -0.22345169 0 -1.8905529 0 12.905763 -0.48251143 0 0 10.421255 1.0600824 0.72080089 0.34863437 0.60579008 0.47488904 0 0 32725.394
0.0014708295 1.1263896e-05 139 396807 0.76641831 1.0014126 47854.445 0.54281405 7.5061559 10.487898 0.11156013 -0.22280552 0 -1.8937239 0 12.975379 -0.48251143 0 0 10.487898 1.0651798 0.7137779 0.35060139 0.60623289 0.48299394 0 0 33712.743
0.0014929316 2.21021e-05 140 396762 0.76521382 1.0011837 46216.714 0.54243315 7.5308582 10.616011 0.11106336 -0.22186408 0 -1.8966171 0 13.10594 -0.48251144 0 0 10.616011 1.0676039 0.65211641 0.36770384 0.60772211 0.48490336 0 0 33016.117
0.0015007515 7.8199045e-06 141 396749 0.76488535 1.0006914 47893.783 0.5432659 7.4925593 10.650775 0.1107967 -0.22144032 0 -1.8975147 0 13.141444 -0.48251144 0 0 10.650775 1.0664394 0.68701836 0.3569298 0.605496 0.47826346 0 0 32677.091
0.0015268338 2.6082291e-05 142 396703 0.76364505 1.0017819 47249.414 0.54599755 8.2019183 10.791335 0.11045396 -0.22051499 0 -1.9005995 0 13.284507 -0.48251144 0 0 10.791335 1.0650392 0.7005611 0.35278564 0.60433565 0.48134536 0 0 32373.878
0.0015396364 1.2802588e-05 143 396681 0.76314933 1.003373 54155.528 0.54632754 7.5862043 10.867483 0.11057376 -0.22040411 0 -1.9011491 0 13.360974 -0.48251144 0 0 10.867483 1.0624084 0.80509377 0.32784883 0.60206194 0.47481439 0 0 35551.271
0.0015510645 1.1428132e-05 144 396665 0.76274656 1.0038749 48459.134 0.54607184 9.0405048 10.906818 0.11050427 -0.22015547 0 -1.9034306 0 13.402411 -0.48251144 0 0 10.906818 1.0692939 0.71756153 0.34788947 0.60313588 0.47579188 0 0 32053.643
0.0015661587 1.5094193e-05 145 396644 0.76235512 1.0044917 48254.578 0.5446049 7.451912 10.960782 0.11047408 -0.21996017 0 -1.9054303 0 13.45821 -0.48251144 0 0 10.960782 1.0658813 0.72040439 0.34805002 0.60460835 0.47077379 0 0 31169.562
0.0015865166 2.0357903e-05 146 396613 0.7616952 1.003729 44433.522 0.54415035 9.5971777 11.025737 0.11000628 -0.21919518 0 -1.9098982 0 13.527336 -0.48251144 0 0 11.025737 1.0692037 0.63806753 0.37018126 0.60519044 0.48432022 0 0 31329.379
0.0015972958 1.0779164e-05 147 396599 0.76143392 1.0000921 49856.88 0.54434218 7.3786047 11.062146 0.10908671 -0.21815335 0 -1.9114413 0 13.565166 -0.48251146 0 0 11.062146 1.0758947 0.71813936 0.34819375 0.60390641 0.46642108 0 0 31364.882
0.0016063766 9.0808642e-06 148 396589 0.76119211 1.0018052 52117.281 0.54624618 7.5508298 11.075924 0.10935141 -0.21830873 0 -1.9119276 0 13.57932 -0.48251146 0 0 11.075924 1.0700786 0.7553237 0.33895617 0.60291266 0.48818926 0 0 37203.275
0.0016164207 1.0044071e-05 149 396579 0.76090719 1.0014781 53914.797 0.54565788 7.4541528 11.099504 0.109126 -0.21792986 0 -1.913467 0 13.604287 -0.48251146 0 0 11.099504 1.0707826 0.81587459 0.32553184 0.60179625 0.47085062 0 0 34641.455
0.001630435 1.4014326e-05 150 396563 0.76044 1.003607 51674.14 0.54629899 7.6533581 11.14414 0.10940154 -0.2180167 0 -1.9183771 0 13.653643 -0.48251146 0 0 11.14414 1.070931 0.75822956 0.33820772 0.60273744 0.46797677 0 0 32482.913
0.0016407042 1.0269127e-05 151 396555 0.76026379 1.0027605 49038.962 0.54601785 7.3839427 11.166398 0.10913716 -0.21767342 0 -1.9200406 0 13.677486 -0.48251146 0 0 11.166398 1.0713998 0.70432231 0.35086489 0.60265663 0.46928679 0 0 31134.059
0.0016603516 1.9647418e-05 152 396531 0.75977468 1.0004308 48472.061 0.5484806 7.7089538 11.235335 0.10840747 -0.21672157 0 -1.9233467 0 13.749652 -0.48265629 0 0 11.235335 1.0750958 0.70535667 0.34984307 0.6013426 0.48196921 0 0 32890.129
0.0016825504 2.2198853e-05 153 396497 0.75891678 1.0037031 48624.813 0.54885101 7.3901059 11.376093 0.1086622 -0.21652259 0 -1.9273095 0 13.894269 -0.48300576 0 0 11.376093 1.0747623 0.68921694 0.35300522 0.59979578 0.47928754 0 0 32380.455
0.0017023117 1.9761322e-05 154 396478 0.7584057 1.0035593 52162.682 0.54997539 7.6477972 11.436755 0.1084309 -0.21609266 0 -1.9331338 0 13.960557 -0.48300576 0 0 11.436755 1.0707096 0.75283056 0.33815175 0.60048832 0.50526111 0 0 40446.203
0.0017212331 1.8921375e-05 155 396452 0.75782776 1.0023341 47256.21 0.54928174 7.7493269 11.521812 0.10792387 -0.21534511 0 -1.9371735 0 14.049413 -0.48300576 0 0 11.521812 1.0760488 0.66652521 0.35870615 0.59936505 0.47832896 0 0 31207.102
0.0017365351 1.5301941e-05 156 396424 0.75708653 1.0010572 53505.63 0.55075244 7.3784029 11.60752 0.10733669 -0.21444668 0 -1.9431294 0 14.140766 -0.48300607 0 0 11.60752 1.0792123 0.80011931 0.32671637 0.59812585 0.48401582 0 0 36316.906
0.001750371 1.3835937e-05 157 396398 0.75643544 1.0015882 49237.298 0.54975069 7.3711229 11.633537 0.10716855 -0.21399723 0 -1.9464231 0 14.169795 -0.48300607 0 0 11.633537 1.0785895 0.70694469 0.34674884 0.59669451 0.47671776 0 0 32105.606
0.0017619037 1.1532719e-05 158 396377 0.75600873 1.0021586 49791.561 0.55197474 7.3011024 11.632934 0.10709754 -0.21373371 0 -1.9475499 0 14.170127 -0.48300607 0 0 11.632934 1.0802311 0.68627516 0.35269036 0.59798051 0.48356678 0 0 33478.617
0.0017744926 1.2588849e-05 159 396356 0.75553611 1.0038398 50067.446 0.55194334 7.6456638 11.641851 0.10725562 -0.21369071 0 -1.9491468 0 14.180439 -0.48300607 0 0 11.641851 1.0784329 0.71816063 0.34439668 0.59732963 0.47676316 0 0 32268.592
0.0017852696 1.0777074e-05 160 396350 0.75531013 1.0019441 49518.955 0.54995581 7.5255385 11.638946 0.10676016 -0.21310603 0 -1.9522163 0 14.180514 -0.48300617 0 0 11.638946 1.0831155 0.7277525 0.34179635 0.59676531 0.46971058 0 0 30851.7
0.0018038744 1.8604791e-05 161 396318 0.75454728 1.0025534 50979.851 0.55080311 9.7058081 11.633727 0.10658428 -0.21262563 0 -1.9581427 0 14.180918 -0.48300617 0 0 11.633727 1.0788191 0.73550008 0.34048941 0.59763947 0.47750178 0 0 33215.01
0.0018274035 2.35291e-05 162 396288 0.75390697 1.0044966 50140.661 0.55265096 8.9352074 11.627221 0.10670005 -0.21244481 0 -1.9655922 0 14.181564 -0.48300617 0 0 11.627221 1.0775142 0.69808648 0.34930176 0.59730988 0.49596874 0 0 36241
0.0018335163 6.1127759e-06 163 396282 0.7536549 1.0035779 50020.814 0.55221619 7.6529865 11.625885 0.10638535 -0.21201215 0 -1.9671425 0 14.18166 -0.48300617 0 0 11.625885 1.0819981 0.76595406 0.33274913 0.59602243 0.47652751 0 0 32143.065
0.0018562668 2.2750513e-05 164 396255 0.75302048 1.0016841 50127.14 0.55280314 7.6855454 11.616584 0.1057418 -0.21112803 0 -1.9771904 0 14.182167 -0.48300618 0 0 11.616584 1.0831403 0.69483958 0.35068605 0.5982808 0.47604003 0 0 32010.455
0.0018776854 2.1418578e-05 165 396222 0.75242552 1.0036622 51160.867 0.55348413 7.5949184 11.605572 0.10593856 -0.21110401 0 -1.9887334 0 14.182477 -0.48300618 0 0 11.605572 1.086736 0.72717549 0.34105348 0.59523218 0.48114193 0 0 33607.948
0.0018958222 1.8136825e-05 166 396211 0.75186523 1.0038276 48021.883 0.55424478 7.6223713 11.594497 0.1057195 -0.21063279 0 -2.0001484 0 14.182565 -0.48300618 0 0 11.594497 1.0854879 0.65435846 0.35987022 0.59579667 0.47448854 0 0 30130.86
0.0019191993 2.337703e-05 167 396204 0.75130266 1.0027412 57093.427 0.55061369 7.4175628 11.58251 0.10526065 -0.2099458 0 -2.0184014 0 14.188603 -0.48300618 0 0 11.58251 1.0847731 0.89034928 0.30719633 0.59325381 0.44907407 0 0 30974.124
0.0019390328 1.9833498e-05 168 396199 0.75092122 1.0025118 45740.15 0.5556811 8.1074181 11.556844 0.10506316 -0.20959986 0 -2.0464726 0 14.19086 -0.48300618 0 0 11.556844 1.0838779 0.62316764 0.36746783 0.59369867 0.49182249 0 0 31713.625
0.0019468527 7.8199422e-06 169 396197 0.7506991 1.002154 50546.484 0.55540495 8.2822329 11.539982 0.10489539 -0.20933986 0 -2.0634272 0 14.19086 -0.48300622 0 0 11.539982 1.0892503 0.73474292 0.33843118 0.59372095 0.49212427 0 0 35163.012
0.0019671502 2.029753e-05 170 396193 0.75025474 1.0014684 50391.047 0.55439609 7.439959 11.440075 0.10458052 -0.20885436 0 -2.1644196 0 14.191775 -0.48300622 0 0 11.440075 1.0905411 0.72273202 0.34144878 0.59409858 0.47524389 0 0 31742.601
0.0019810121 1.3861868e-05 171 396185 0.74961631 1.0004678 47430.249 0.55552844 8.4111508 11.821676 0.10406922 -0.20804112 0 -1.7868586 0 14.195512 -0.48300622 0 0 11.821676 1.0893407 0.66355791 0.35671672 0.59471266 0.47340755 0 0 29352.294
0.0019926919 1.1679848e-05 172 396181 0.74945446 1.0017783 47845.173 0.55665672 7.5052848 11.82059 0.10427389 -0.20817757 0 -1.7880116 0 14.195512 -0.48300656 0 0 11.82059 1.0881618 0.66214506 0.35651323 0.5937403 0.48367362 0 0 31385.783
0.0020091451 1.6453117e-05 173 396176 0.7490988 1.0020772 48643.262 0.55831534 8.3508328 11.819037 0.10419714 -0.20796228 0 -1.789703 0 14.195512 -0.48300656 0 0 11.819037 1.0910567 0.68589634 0.34927269 0.59202245 0.50758917 0 0 36552.834
0.0020171359 7.9908803e-06 174 396175 0.74898871 1.0003072 51496.946 0.55710642 7.5732194 11.818311 0.10378626 -0.20750878 0 -1.7904717 0 14.195512 -0.48300658 0 0 11.818311 1.0917818 0.71484879 0.34164203 0.59118403 0.46671143 0 0 30276.961
0.0020387095 2.1573534e-05 175 396172 0.74850174 1.0012264 51573.09 0.55762285 7.497476 11.815805 0.10376998 -0.20728574 0 -1.7931851 0 14.195512 -0.48300658 0 0 11.815805 1.0945541 0.72661651 0.3383723 0.59032576 0.48040755 0 0 32978.503
0.0020543708 1.5661292e-05 176 396166 0.74807121 1.0006447 54979.137 0.5567951 7.5009508 11.81497 0.10351755 -0.20690171 0 -1.7505316 0 14.195501 -0.52661492 0 0 11.81497 1.0905276 0.74160188 0.33596531 0.59213966 0.45631263 0 0 30262.107
0.0020631424 8.7716319e-06 177 396164 0.74782486 1.0007007 51593.116 0.55878551 7.3691592 11.818244 0.10343303 -0.20672122 0 -1.7516238 0 14.199771 -0.52661492 0 0 11.818244 1.0938914 0.70970111 0.3427367 0.590939 0.48132437 0 0 32973.869
0.0020808367 1.7694318e-05 178 396156 0.74731267 1.0037689 52797.908 0.55822714 7.4684665 11.816119 0.10387804 -0.20697601 0 -1.7539421 0 14.199774 -0.52661496 0 0 11.816119 1.0889765 0.75351257 0.33187025 0.58960054 0.46626198 0 0 30766.201
0.0020933473 1.2510582e-05 179 396153 0.74697618 1.0015831 53849.974 0.55657867 9.0318443 11.814502 0.10330121 -0.20627587 0 -1.7556827 0 14.199775 -0.52661496 0 0 11.814502 1.0928139 0.77499329 0.32914712 0.59303911 0.46847392 0 0 32111.611
0.0021128331 1.9485772e-05 180 396146 0.74648284 1.0006693 55954.354 0.55895945 7.5651443 11.811712 0.1029108 -0.20568392 0 -1.7586527 0 14.199782 -0.52664354 0 0 11.811712 1.0967795 0.76472239 0.33077137 0.5920033 0.47647663 0 0 34659.141
0.0021304171 1.7583987e-05 181 396138 0.74621919 1.0011027 50983.874 0.55862725 7.482249 11.810367 0.10290187 -0.20557705 0 -1.7600974 0 14.199783 -0.52664354 0 0 11.810367 1.0937393 0.70475216 0.34379523 0.59069373 0.48550297 0 0 33468.955
