#1:time #2:type #3.r #4:id1 #5:id2 #6:m1[MSUN] #7:m2[MSUN] #8:spin1 #9:spin2 #10:final_id #11:m_final[MSUN] #12:spin_final #13:vkick[km/s] #14:v_esc[km/s] #15:a_final[AU] #16:e_final #17:a_50M[AU] #18:e_50 #19:a_100M[AU] #20:e_100M #21:a_500M[AU] #22:e_500M
#NOTE: if repeated mergers occur in fewbody (binary-single or binary-binary), the initial masses will be wrong; check collision.log
0.000403188155548319413 isolat-binary 2.23784 274271 400363 12.0571 18.0805 0 0 799149 28.7802 0.664444 107.322 10.164 0.00831854 0.00487541 -100 -100 -100 -100 -100 -100
0.00198101209150176915 isolat-binary 0.675752 75060 400097 14.2397 19.7979 0 0 504730 32.4684 0.671799 89.771 13.9661 0.00953421 0.0017901 -100 -100 -100 -100 -100 -100
0.00234058352611547912 isolat-binary 1.97416 298363 400402 10.3608 16.0799 0 0 757089 25.2642 0.66064 114.733 9.90129 0.00611252 0.00144849 -100 -100 -100 -100 -100 -100
